Title,Product categories,Content,Sku,Additional Features Filter,Commutation for 3 phase motors,Supply Voltage DC 1,DC Supply Voltage Range,AC Supply Voltage Range,Status,Family,Form Factor,Product Series,Current Continuous (A),Current Peak (A),Network Commutation,Functional Safety,Size,Weight,Control_Command,Primary Feedback,Operating Mode,Motor Type,Drive Intelligence,Auxiliary Feedback,Network Communication,Network Configuration Service Channel,Environment,Separate Logic Supply,Isolation,Primary I/O Logic Level,Rated Power Continuous,Rated Power Peak,AC Supply Voltage,AC Input Phases Note,Built-in Shunt Resistor,Built-in Shunt Regulator,Additional Features,Digital Inputs 5v,Digital Outputs 5v,Digital Inputs 24v,Digital Outputs 24v,General Purpose IO,Aninputs,Anoutputs,Inductance Line to Line,Output Voltage DC,Clamping Voltage,AC Input phases,Rated Dissipation Capability,device_description,DC Supply Voltage (VDC)
AB250A060,Servo Drives,<br>The AB250A060 AxCent™ vehicle mount servo drive is a motor controller that is targeted for electric vehicular platforms and mobile applications and offers high bandwidth and quick response times.,AB250A060,,Trapezoidal,24|36|48,20 - 54,,Active,AxCent,Vehicle Mount,MV_AB,150,250,None,,203.2 x 139.7 x 59.7,1638,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,7.7,12.8,,,,,,,,,,,,,,,,,,,24|36|48
AVB250A060,Servo Drives,<br>The AVB250A060 AxCent™ vehicle mount servo drive is a motor controller that is targeted for electric vehicular platforms and mobile applications and offers high bandwidth and quick response times.,AVB250A060,,Trapezoidal,24|36|48,20 - 54,,Active,AxCent,Vehicle Mount,MV_AVB,150,250,None,,203.2 x 139.7 x 59.7,1638,0-5V (Standard Inverted or Wigwag)|0-5kohm (Standard Inverted or Wigwag),Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,7.7,12.8,,,,,,,,,,,,,,,,,,,24|36|48
DPRANIE-C060A400,Servo Drives,<br>The DPRANIE-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIE-C060A400,,Sinusoidal|Trapezoidal,295|340,255 - 373,200 - 240,Active,DigiFlex Performance,Panel Mount,DPR_Enc,30,60,Modbus RTU|RS-485/232,Safe Torque Off (STO),234.7 x 161.8 x 151.3,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,3,,7,4,,4,1,,,,3,,,295|340
DPCANIE-C060A400,Servo Drives,<br>The DPCANIE-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIE-C060A400,,Sinusoidal|Trapezoidal,295|340,255 - 373,200 - 240,Active,DigiFlex Performance,Panel Mount,DPC_Enc,30,60,CANopen,Safe Torque Off (STO),256.5 x 182.6 x 83.7,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340
DPPANIU-C060A400,Servo Drives,"<br>The DPPANIU-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This motor controller utilizes POWERLINK, Modbus TCP, or Ethernet communication and is commissioned with DriveWare® via a USB interface.",DPPANIU-C060A400,,Sinusoidal|Trapezoidal,295|340,255 - 373,200 - 240,Discontinued,DigiFlex Performance,Panel Mount,DPP_Uni,30,60,Ethernet POWERLINK|Ethernet|Modbus TCP,Safe Torque Off (STO),256.5 x 182.6 x 83.7,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,Ethernet POWERLINK|Ethernet|Modbus TCP,USB,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-003|,295|340
DPEANIU-C060A400,Servo Drives,<br>The DPEANIU-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned with DriveWare® via a USB interface.,DPEANIU-C060A400,,Sinusoidal|Trapezoidal,295|340,255 - 373,200 - 240,Active,DigiFlex Performance,Panel Mount,DPE_Uni,30,60,EtherCAT,Safe Torque Off (STO),256.5 x 182.6 x 83.7,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-007|,295|340
DPCANIA-C060A400,Servo Drives,<br>The DPCANIA-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIA-C060A400,,Sinusoidal,295|340,255 - 373,200 - 240,Active,DigiFlex Performance,Panel Mount,DPC_Abs,30,60,CANopen,Safe Torque Off (STO),256.5 x 182.6 x 83.7,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|EnDat® 2.1|EnDat® 2.2|Hiperface®|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340
B060A400AC,Servo Drives,<br>The B060A400AC AxCent™ panel mount servo drive is targeted for centralized control and offers high bandwidth and quick response times.,B060A400AC,,Trapezoidal,295|340,255 - 373,200 - 240,Active,AxCent,Panel Mount,AXCENT_PAN,30,60,None,,256.5 x 182.6 x 83.7,2821,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,9.7,13.7,208|240,,1,1,,,,,,,,,,,,3,,,295|340
DPRANIR-C060A400,Servo Drives,<br>The DPRANIR-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIR-C060A400,,Sinusoidal,295|340,255 - 373,200 - 240,Active,DigiFlex Performance,Panel Mount,DPR_Res,30,60,Modbus RTU|RS-485/232,Safe Torque Off (STO),234.7 x 161.8 x 151.3,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,3,,7,4,,4,1,,,,3,,,295|340
DPMANIU-C060A400,Servo Drives,<br>The DPMANIU-C060A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive is exclusively designed to operate with an embedded Click&Move® program and is commissioned with DriveWare® via a USB interface.,DPMANIU-C060A400,,Sinusoidal|Trapezoidal,295|340,255 - 373,200 - 240,Discontinued,DigiFlex Performance,Panel Mount,DPM_Uni,30,60,None,Safe Torque Off (STO),256.5 x 182.6 x 83.7,2812,±10 V Analog|Encoder Following,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Position|Velocity|Current,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Click&Move,Incremental Encoder,None,USB,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,0,,11,7,,2,0,,,,3,,,295|340
AB125A200,Servo Drives,<br>The AB125A200 AxCent™ vehicle mount servo drive is a motor controller that is targeted for electric vehicular platforms and mobile applications and offers high bandwidth and quick response times.,AB125A200,,Trapezoidal,48|60|72|96|170,40 - 175,,Active,AxCent,Vehicle Mount,MV_AB,80,125,None,,203.2 x 139.7 x 59.7,1638,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,13.3,20.8,,,,,,,,,,,,,,,,,,,48|60|72|96|170
AVB200A100,Servo Drives,<br>The AVB200A100 AxCent™ vehicle mount servo drive is a motor controller that is targeted for electric vehicular platforms and mobile applications and offers high bandwidth and quick response times.,AVB200A100,,Trapezoidal,24|36|48|60|72,20 - 80,,Active,AxCent,Vehicle Mount,MV_AVB,125,200,None,,203.2 x 139.7 x 59.7,1638,0-5V (Standard Inverted or Wigwag)|0-5kohm (Standard Inverted or Wigwag),Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,13.3,20.8,,,,,,,,,,,,,,,,,,,24|36|48|60|72
DVC200A100,Servo Drives,<br>The DVC200A100 DigiFlex® Performance™ vehicle mount servo drive offers full tuning control of all servo loops and is designed to operate electric vehicular platforms. This motor driver utilizes CANopen® communication and is commissioned with DriveWare® via a USB interface.,DVC200A100,,Sinusoidal|Trapezoidal,24|36|48|60|72,20 - 80,,Active,DigiFlex Performance,Vehicle Mount,DVC,125,200,CANopen,Safe Torque Off (STO),203.2 x 139.7 x 59.7,1638,±10 V Analog|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,,CANopen,USB,Standard,Universal,,24 VDC,13.3,20.8,,,,,,0,0,4,2,,2,0,,,,,,DescFile-001|,24|36|48|60|72
AB200A100,Servo Drives,<br>The AB200A100 AxCent™ vehicle mount servo drive is a motor controller that is targeted for electric vehicular platforms and mobile applications and offers high bandwidth and quick response times.,AB200A100,,Trapezoidal,24|36|48|60|72,20 - 80,,Active,AxCent,Vehicle Mount,MV_AB,125,200,None,,203.2 x 139.7 x 59.7,1638,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,,5V TTL,13.3,20.8,,,,,,,,,,,,,,,,,,,24|36|48|60|72
AVB125A200,Servo Drives,<br>The AVB125A200 AxCent™ vehicle mount servo drive is a motor controller that is targeted for electric vehicular platforms and mobile applications and offers high bandwidth and quick response times.,AVB125A200,,Trapezoidal,48|60|72|96|170,40 - 175,,Active,AxCent,Vehicle Mount,MV_AVB,80,125,None,,203.2 x 139.7 x 59.7,1638,0-5V (Standard Inverted or Wigwag)|0-5kohm (Standard Inverted or Wigwag),Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|IR Compensation|Velocity|Voltage,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,13.3,20.8,,,,,,,,,,,,,,,,,,,48|60|72|96|170
DPEANIU-060A800,Servo Drives,<br>The DPEANIU-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned with DriveWare® via a USB interface.,DPEANIU-060A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPE_Uni,30,60,EtherCAT,Safe Torque Off (STO),300.5 x 231.3 x 140.91,6174,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-007|,295|340|680|747
DPCANIE-060A800,Servo Drives,<br>The DPCANIE-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIE-060A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPC_Enc,30,60,CANopen,Safe Torque Off (STO),300.5 x 232.1 x 91.8,6174,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340|680|747
DPRAHIE-060A800,Servo Drives,<br>The DPRAHIE-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRAHIE-060A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPR_Enc,30,60,Modbus RTU|RS-485/232,Safe Torque Off (STO),300.5 x 231.3 x 140.91,6165,±10 V Analog|Step & Direction (24V)|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,3,,7,4,,4,,,,,3,,,295|340|680|747
DPMANIU-060A800,Servo Drives,<br>The DPMANIU-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive is exclusively designed to operate with an embedded Click&Move® program and is commissioned with DriveWare® via a USB interface.,DPMANIU-060A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Discontinued,DigiFlex Performance,Panel Mount,DPM_Uni,30,60,None,Safe Torque Off (STO),300.5 x 231.3 x 140.91,6174,±10 V Analog|Encoder Following,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Position|Velocity|Current,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Click&Move,Incremental Encoder,None,USB,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,0,,11,7,,2,0,,,,3,,,295|340|680|747
DPPANIU-060A800,Servo Drives,"<br>The DPPANIU-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This motor controller utilizes POWERLINK, Modbus TCP, or Ethernet communication and is commissioned with DriveWare® via a USB interface.",DPPANIU-060A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Discontinued,DigiFlex Performance,Panel Mount,DPP_Uni,30,60,Ethernet POWERLINK|Ethernet|Modbus TCP,Safe Torque Off (STO),300.5 x 231.3 x 140.91,6174,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,Ethernet POWERLINK|Ethernet|Modbus TCP,USB,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-003|,295|340|680|747
DPRANIE-060A800,Servo Drives,<br>The DPRANIE-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIE-060A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPR_Enc,30,60,Modbus RTU|RS-485/232,Safe Torque Off (STO),300.5 x 231.3 x 140.91,6165,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,,295|340|680|747
DPCANIA-060A800,Servo Drives,<br>The DPCANIA-060A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIA-060A800,,Sinusoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPC_Abs,30,60,CANopen,Safe Torque Off (STO),300.5 x 231.3 x 140.91,6174,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|EnDat® 2.1|EnDat® 2.2|Hiperface®|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,13.7,27.3,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340|680|747
